record_id,rater_id,transcript_id,seed_id,guardrail,profile,comment
433,12,MDD-AI-SIMULATION-TX-0001,S01,G0,P1,"least_convincing: problém so zaspávaním. celkový obraz skôr imitioval vyhorenie s miernymi príznakmi depresie | missing_or_exaggerated: otázka na to, čo pacientke robí dobre, čo by potrebovala"
868,16,MDD-AI-SIMULATION-TX-0004,S04,G0,P1,least_convincing: - | missing_or_exaggerated: -
869,16,MDD-AI-SIMULATION-TX-0005,S05,G0,P1,least_convincing: - | missing_or_exaggerated: -
870,16,MDD-AI-SIMULATION-TX-0006,S06,G0,P1,least_convincing: - | missing_or_exaggerated: -
871,16,MDD-AI-SIMULATION-TX-0007,S07,G0,P1,least_convincing: - | missing_or_exaggerated: -
872,16,MDD-AI-SIMULATION-TX-0008,S08,G0,P1,least_convincing: - | missing_or_exaggerated: -
873,16,MDD-AI-SIMULATION-TX-0009,S09,G0,P1,"least_convincing: Len taká mini poznámka - uvažujem skôr o niektorých termínoch na strane pacienta, keď opisuje svoj stav. Napr. “rozlieva sa” alebo “sebaspytovania” alebo “napoly.” Nevylučujem, že sa takto depresívny pacient vyjadruje, ale skôr mám zo skúsenosti pocit, že na opis subj. symptomatiky používajú iné výrazy ako tieto. | missing_or_exaggerated: -"
874,16,MDD-AI-SIMULATION-TX-0010,S10,G0,P1,least_convincing: - | missing_or_exaggerated: -
875,16,MDD-AI-SIMULATION-TX-0011,S11,G0,P1,least_convincing: - | missing_or_exaggerated: -
876,16,MDD-AI-SIMULATION-TX-0012,S12,G0,P1,least_convincing: - | missing_or_exaggerated: -
877,16,MDD-AI-SIMULATION-TX-0013,S01,G1,P3,least_convincing: - | missing_or_exaggerated: -
878,16,MDD-AI-SIMULATION-TX-0014,S01,G0,P2,least_convincing: - | missing_or_exaggerated: -
879,16,MDD-AI-SIMULATION-TX-0015,S02,G0,P2,least_convincing: - | missing_or_exaggerated: -
880,16,MDD-AI-SIMULATION-TX-0016,S03,G0,P2,least_convincing: - | missing_or_exaggerated: -
881,16,MDD-AI-SIMULATION-TX-0017,S04,G0,P2,least_convincing: - | missing_or_exaggerated: -
882,16,MDD-AI-SIMULATION-TX-0018,S05,G0,P2,least_convincing: - | missing_or_exaggerated: -
883,16,MDD-AI-SIMULATION-TX-0019,S06,G0,P2,least_convincing: - | missing_or_exaggerated: -
884,16,MDD-AI-SIMULATION-TX-0020,S07,G0,P2,least_convincing: - | missing_or_exaggerated: -
885,16,MDD-AI-SIMULATION-TX-0021,S08,G0,P2,least_convincing: - | missing_or_exaggerated: -
886,16,MDD-AI-SIMULATION-TX-0022,S09,G0,P2,least_convincing: - | missing_or_exaggerated: -
887,16,MDD-AI-SIMULATION-TX-0023,S10,G0,P2,least_convincing: - | missing_or_exaggerated: -
888,16,MDD-AI-SIMULATION-TX-0024,S11,G0,P2,least_convincing: - | missing_or_exaggerated: -
889,16,MDD-AI-SIMULATION-TX-0025,S12,G0,P2,least_convincing: - | missing_or_exaggerated: -
890,16,MDD-AI-SIMULATION-TX-0026,S01,G0,P3,least_convincing: - | missing_or_exaggerated: -
891,16,MDD-AI-SIMULATION-TX-0027,S02,G0,P3,least_convincing: - | missing_or_exaggerated: -
892,16,MDD-AI-SIMULATION-TX-0028,S03,G0,P3,least_convincing: - | missing_or_exaggerated: -
893,16,MDD-AI-SIMULATION-TX-0029,S04,G0,P3,least_convincing: - | missing_or_exaggerated: -
894,16,MDD-AI-SIMULATION-TX-0030,S05,G0,P3,least_convincing: - | missing_or_exaggerated: -
895,16,MDD-AI-SIMULATION-TX-0031,S06,G0,P3,least_convincing: - | missing_or_exaggerated: -
896,16,MDD-AI-SIMULATION-TX-0032,S07,G0,P3,least_convincing: - | missing_or_exaggerated: -
897,16,MDD-AI-SIMULATION-TX-0033,S08,G0,P3,least_convincing: - | missing_or_exaggerated: -
898,16,MDD-AI-SIMULATION-TX-0034,S09,G0,P3,least_convincing: - | missing_or_exaggerated: -
899,16,MDD-AI-SIMULATION-TX-0035,S10,G0,P3,least_convincing: - | missing_or_exaggerated: -
900,16,MDD-AI-SIMULATION-TX-0036,S11,G0,P3,least_convincing: - | missing_or_exaggerated: -
901,16,MDD-AI-SIMULATION-TX-0037,S12,G0,P3,least_convincing: - | missing_or_exaggerated: -
902,16,MDD-AI-SIMULATION-TX-0038,S01,G1,P1,least_convincing: - | missing_or_exaggerated: -
903,16,MDD-AI-SIMULATION-TX-0039,S02,G1,P1,least_convincing: - | missing_or_exaggerated: -
904,16,MDD-AI-SIMULATION-TX-0040,S03,G1,P1,least_convincing: - | missing_or_exaggerated: -
905,16,MDD-AI-SIMULATION-TX-0041,S04,G1,P1,least_convincing: - | missing_or_exaggerated: -
906,16,MDD-AI-SIMULATION-TX-0042,S05,G1,P1,least_convincing: - | missing_or_exaggerated: -
907,16,MDD-AI-SIMULATION-TX-0043,S06,G1,P1,least_convincing: - | missing_or_exaggerated: -
908,16,MDD-AI-SIMULATION-TX-0044,S07,G1,P1,least_convincing: - | missing_or_exaggerated: -
909,16,MDD-AI-SIMULATION-TX-0045,S08,G1,P1,least_convincing: - | missing_or_exaggerated: -
