record_id,rater_id,transcript_id,seed_id,guardrail,profile,variant_id,backend_model,target_turns,actual_turns,rating_duration_sec,g1,g2,g3,g4,g5,a1,a2,a3,a4,a5,a6,a7,a8,a9,s1,s2,r1,r2,r3,r4,r5,guessed_origin,guess_confidence,comment,chat_variability,created_at,transcript_path,a1_anchor,a2_anchor,a3_anchor,a4_anchor,a5_anchor,a6_anchor,a7_anchor,a8_anchor,a9_anchor,s1_anchor,s2_anchor,target_severity_label,functional_impact_label,notes.x,profession,specialization,years_practice,experience_with_mdd,notes.y,plausibility_index,defect_index,a1_error,a2_error,a3_error,a4_error,a5_error,a6_error,a7_error,a8_error,a9_error,symptom_error_mean,severity_error,impact_error
667,13,MDD-AI-SIMULATION-TX-0019,S06,off,R2,G0_R2,pydantic_ai|gpt-5.4,24,30,121,4,4,5,4,4,2,2,3,0,2,3,1,2,1,3,3,2,2,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0019.txt,1,2,2,0,1,3,1,2,0,3,3,moderate,moderate,"Nejde len o obyčajnú pracovnú únavu, lebo je prítomná anhedónia, skleslosť, porucha spánku, spomalenie, zhoršená koncentrácia a dlhodobý pokles energie. | Obraz je širšie depresívny, nie len somatický alebo pracovný; chýba mánia, psychóza aj závislostný kontext.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4.333333333333333,1.4,1,0,1,0,1,0,0,0,1,0.4444444444444444,0,0
668,13,MDD-AI-SIMULATION-TX-0020,S07,off,R2,G0_R2,pydantic_ai|gpt-5.4,24,32,28,5,5,5,5,5,3,3,2,1,2,3,1,1,0,4,4,1,1,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0020.txt,2,2,1,1,1,2,1,1,0,3,3,moderate,moderate,"Obraz tvorí skleslá nálada, strata záujmu, únava, mierna nespavosť a sociálne stiahnutie po strate rytmu a blízkosti. | Nejde len o bežné ovdovenie alebo starnutie; symptómy sú sústavné, depresívne ladené a funkčne obmedzujúce.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,5,1,1,1,1,0,1,1,0,0,0,0.5555555555555556,1,1
669,13,MDD-AI-SIMULATION-TX-0021,S08,off,R2,G0_R2,pydantic_ai|gpt-5.4,24,32,137,3,4,4,2,2,2,2,1,0,1,2,1,1,0,2,2,3,2,3,4,1,NA,NA,"least_convincing: V úvode klient pôsobil depresívnejšie ako na konci, kedy sa tento pocit  z klienta stratil. | missing_or_exaggerated: Dopad na vzťahy, na prácu.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0021.txt,1,2,1,0,1,2,0,1,0,2,2,mild,mild,"Ide o mierny, ale ucelený depresívny obraz s anhedóniou, utlmením, nižšou energiou a slabšou koncentráciou. | Nejde len o nudu po dôchodku; depresívny obraz je síce mierny, ale konzistentný a nie je prítomná mánia, psychóza ani kognitívny syndróm.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3,2.6,1,0,0,0,0,0,1,0,0,0.2222222222222222,0,0
670,13,MDD-AI-SIMULATION-TX-0022,S09,off,R2,G0_R2,pydantic_ai|gpt-5.4,24,32,93,5,4,5,5,5,2,2,3,0,2,3,2,3,0,4,3,1,1,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0022.txt,2,2,2,0,1,2,2,3,0,3,3,moderate,moderate,"Obraz je ukotvený skleslosťou, anhedóniou, poruchou spánku, únavou, vinou a výrazným zhoršením koncentrácie. | Nejde len o výkonový stres alebo úzkosť; prítomná je strata radosti, sebazneisťovanie a funkčný dopad typický pre depresívny obraz.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,5,1,0,0,1,0,1,1,0,0,0,0.3333333333333333,1,0
671,13,MDD-AI-SIMULATION-TX-0023,S10,off,R2,G0_R2,pydantic_ai|gpt-5.4,24,32,141,4,2,4,4,2,3,3,3,2,2,3,2,2,1,4,4,2,4,2,2,1,NA,NA,"least_convincing: Participantove odpovede na prvé pozretie pôsobili ako obsiahle, no ich obsah bol vágny. Málo výpovedný. | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0023.txt,1,2,2,1,1,2,1,2,1,3,3,moderate,moderate,"Okrem stagnácie je prítomná anhedónia, nespavosť, únava, slabšia koncentrácia, vina, sociálne stiahnutie a pasívne myšlienky na smrť bez plánu a bez úmyslu. | Nejde len o frustráciu z práce alebo adaptačný problém; prítomný je konzistentný depresívny syndróm aj s bezpečnostným A9 signálom.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2.2,2,1,1,1,1,1,1,0,0,0.8888888888888888,1,1
672,13,MDD-AI-SIMULATION-TX-0024,S11,off,R2,G0_R2,pydantic_ai|gpt-5.4,24,34,120,4,4,4,4,4,2,3,3,2,2,3,2,2,1,3,3,2,2,2,3,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič nepôsobilo prehnane.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0024.txt,2,2,2,1,1,3,2,1,0,3,4,moderate,severe,"Obraz tvorí skleslá nálada, anhedónia, nespavosť, výrazná únava, vina a sociálne stiahnutie s jasným poklesom dennej štruktúry. | Nejde len o nízky príjem alebo izoláciu; symptómy sú pervazívne, depresívne a funkčne výrazné.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2,0,1,1,1,1,0,0,1,1,0.6666666666666666,0,1
673,13,MDD-AI-SIMULATION-TX-0025,S12,off,R2,G0_R2,pydantic_ai|gpt-5.4,24,34,99,3,4,4,3,3,2,2,3,1,1,3,2,2,0,3,3,2,2,3,4,1,NA,NA,"least_convincing: Nič konkrétne, skôr dojem z participanta, ktorého ťažkosti mohli byť aj úzkostného charakteru. | missing_or_exaggerated: Väčší dôraz na ťažbu života.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0025.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Obraz je depresívne ukotvený anhedóniou, zníženou náladou, poruchou spánku, únavou, vinou a zhoršenou koncentráciou. | Nejde len o primeranú reakciu na pracovnú záťaž; prítomné sú aj neurovegetatívne a afektívne symptómy naprieč prácou a rodinou.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.3333333333333335,2.4,1,0,1,1,0,1,1,0,0,0.5555555555555556,0,0
674,13,MDD-AI-SIMULATION-TX-0026,S01,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,30,29,5,5,5,5,5,2,2,3,2,1,3,2,2,1,4,4,2,1,1,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0026.txt,2,2,2,1,1,2,2,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, únavou, poruchou spánku, vinou a zhoršenou koncentráciou s dopadom na školu a sociálny život. | Nejde len o bežný stres zo štúdia; chýba mánia, psychóza, intoxikácia aj izolovaný problém s jedením.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,5,1.2,0,0,1,1,0,1,0,0,1,0.4444444444444444,1,1
675,13,MDD-AI-SIMULATION-TX-0027,S02,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,32,102,4,4,5,5,5,2,2,3,2,2,3,1,2,1,4,4,1,1,1,1,1,NA,NA,"least_convincing: Rozhovor je v participantove časti obohatený o viac hovorových prvkov, čo pôsobí viac vierohodne. | missing_or_exaggerated: Sexualita.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0027.txt,1,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz presahuje bežnú smennosť, lebo okrem únavy je prítomná anhedónia, skleslosť, vina, zhoršená koncentrácia a sociálne stiahnutie. | Nejde len o poruchu spánku alebo pracovné preťaženie; chýba mánia, psychóza a primárny vplyv návykových látok.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4.666666666666667,1,1,0,1,1,1,0,0,0,1,0.5555555555555556,1,1
676,13,MDD-AI-SIMULATION-TX-0028,S03,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,30,154,4,2,4,4,2,3,3,3,2,2,3,3,2,1,3,3,2,3,2,2,2,NA,NA,"least_convincing: Rozhovor pôsobil menej vierohodne kvôli preklepom. | missing_or_exaggerated: Prehnane pôsobí, že participantka vraví aj o pláne aj o úmysle, zatiaľčo interviewer sa pýta len ma myšlienky.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0028.txt,2,2,2,1,1,3,2,2,1,4,4,moderately_severe,severe,"Obraz je depresívne ukotvený nízkou náladou, anhedóniou, výraznou únavou, poruchou spánku, vinou, zhoršenou koncentráciou a jasným dopadom doma aj v práci. | Nejde len o burnout alebo preťaženie; prítomné sú jadrové depresívne symptómy aj pasívne myšlienky na smrť bez plánu a bez úmyslu.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2.2,1,1,1,1,1,0,1,0,0,0.6666666666666666,1,1
677,13,MDD-AI-SIMULATION-TX-0029,S04,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,34,117,4,4,4,4,4,2,3,3,0,1,3,2,2,0,3,3,2,2,2,2,2,NA,NA,"least_convincing: Najmenej presvedčivé sú odpovede, kedy participant vyjadruje počet týždňov. Ak by sa vyjadril len neurčito posledné týždne, alebo napr mesiac, pôsobí to vierohodnejsie ako 7 týždňov. | missing_or_exaggerated: A keď už povie 7 týždňov, vedie ma to k otázke či sa pred 7 týždňami niečo významné neudialo, táto otázka tam chýba.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0029.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Okrem pracovného tlaku je prítomná anhedónia, znížená nálada, porucha spánku, únava, slabšia koncentrácia a odpojenie vo vzťahu. | Nejde len o pracovné vyhorenie alebo nespokojnosť v práci; chýba mánia, psychóza aj izolovaná úzkosť bez depresívneho jadra.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2,1,1,1,0,0,1,1,0,0,0.5555555555555556,0,0
678,13,MDD-AI-SIMULATION-TX-0030,S05,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,32,73,3,4,3,3,2,3,3,3,2,2,3,2,2,0,3,3,3,2,3,3,1,NA,NA,"least_convincing: Keď sa participantka vyjadrila, že sa to týka hlavne peňazí. | missing_or_exaggerated: Nič, možno dopýtanie sa na niektoré témy, ktoré participantka otvorila.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0030.txt,2,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, nespavosťou, výraznou únavou, slabšou koncentráciou a funkčným poklesom doma aj v práci. | Nejde len o finančný stres alebo reakciu na rozvod; symptómy sú perzistentné, viacrozmerné a klinicky depresívne.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3,2.4,1,1,1,1,1,0,1,0,0,0.6666666666666666,0,0
679,13,MDD-AI-SIMULATION-TX-0031,S06,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,34,53,4,4,4,4,4,2,3,3,1,2,3,2,2,0,3,3,2,2,2,2,2,NA,NA,least_convincing: Nič. | missing_or_exaggerated: V časti o spánku by som sa dopýtala na sny. Či sa mu sníva.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0031.txt,1,2,2,0,1,3,1,2,0,3,3,moderate,moderate,"Nejde len o obyčajnú pracovnú únavu, lebo je prítomná anhedónia, skleslosť, porucha spánku, spomalenie, zhoršená koncentrácia a dlhodobý pokles energie. | Obraz je širšie depresívny, nie len somatický alebo pracovný; chýba mánia, psychóza aj závislostný kontext.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2,1,1,1,1,1,0,1,0,0,0.6666666666666666,0,0
680,13,MDD-AI-SIMULATION-TX-0032,S07,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,32,150,4,2,4,4,2,3,3,2,2,2,3,1,2,0,3,3,2,4,2,2,4,NA,NA,"least_convincing: Spím ľahšie sa nie veľmi používa. Môže to miasť akoby ten problém so spánkom nebol. Mám ľahký spánok už je viac výpovedné. | missing_or_exaggerated: Prehnane pôsobí že participantka opakuje určité spojenia v odpovediach, ktoré to úplne nevyžadujú. Opakuje sa “ som ťažká a beh ťahu”",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0032.txt,2,2,1,1,1,2,1,1,0,3,3,moderate,moderate,"Obraz tvorí skleslá nálada, strata záujmu, únava, mierna nespavosť a sociálne stiahnutie po strate rytmu a blízkosti. | Nejde len o bežné ovdovenie alebo starnutie; symptómy sú sústavné, depresívne ladené a funkčne obmedzujúce.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2.8,1,1,1,1,1,1,0,1,0,0.7777777777777778,0,0
681,13,MDD-AI-SIMULATION-TX-0033,S08,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,30,94,3,3,4,3,2,2,2,1,0,1,2,0,1,0,2,3,2,3,4,3,2,NA,NA,least_convincing: Príliš veľké zameranie na únavu bez sprievodných symptómov. | missing_or_exaggerated: Viac zistiť o nálade.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0033.txt,1,2,1,0,1,2,0,1,0,2,2,mild,mild,"Ide o mierny, ale ucelený depresívny obraz s anhedóniou, utlmením, nižšou energiou a slabšou koncentráciou. | Nejde len o nudu po dôchodku; depresívny obraz je síce mierny, ale konzistentný a nie je prítomná mánia, psychóza ani kognitívny syndróm.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.3333333333333335,2.8,1,0,0,0,0,0,0,0,0,0.1111111111111111,0,1
682,13,MDD-AI-SIMULATION-TX-0034,S09,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,32,63,4,4,4,4,4,2,2,3,0,2,2,2,2,0,3,3,2,3,2,2,2,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0034.txt,2,2,2,0,1,2,2,3,0,3,3,moderate,moderate,"Obraz je ukotvený skleslosťou, anhedóniou, poruchou spánku, únavou, vinou a výrazným zhoršením koncentrácie. | Nejde len o výkonový stres alebo úzkosť; prítomná je strata radosti, sebazneisťovanie a funkčný dopad typický pre depresívny obraz.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2.2,0,0,1,0,1,0,0,1,0,0.3333333333333333,0,0
683,13,MDD-AI-SIMULATION-TX-0035,S10,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,36,69,3,4,4,3,2,2,3,3,2,2,3,2,2,1,2,3,3,3,3,3,1,NA,NA,least_convincing: Ploché voľnočasové záujmy. | missing_or_exaggerated: Viac opisu fyzických prejavov depresivity.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0035.txt,1,2,2,1,1,2,1,2,1,3,3,moderate,moderate,"Okrem stagnácie je prítomná anhedónia, nespavosť, únava, slabšia koncentrácia, vina, sociálne stiahnutie a pasívne myšlienky na smrť bez plánu a bez úmyslu. | Nejde len o frustráciu z práce alebo adaptačný problém; prítomný je konzistentný depresívny syndróm aj s bezpečnostným A9 signálom.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.3333333333333335,2.6,1,1,1,1,1,1,1,0,0,0.7777777777777778,1,0
684,13,MDD-AI-SIMULATION-TX-0036,S11,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,30,116,4,4,4,4,4,3,3,3,2,2,3,2,2,1,3,3,2,2,2,3,2,NA,NA,"least_convincing: Nič. | missing_or_exaggerated: Či je absencia práce súčasťou symptomatiky - ako o ňu prišla,  kedy, dôvod.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0036.txt,2,2,2,1,1,3,2,1,0,3,4,moderate,severe,"Obraz tvorí skleslá nálada, anhedónia, nespavosť, výrazná únava, vina a sociálne stiahnutie s jasným poklesom dennej štruktúry. | Nejde len o nízky príjem alebo izoláciu; symptómy sú pervazívne, depresívne a funkčne výrazné.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2.2,1,1,1,1,1,0,0,1,1,0.7777777777777778,0,1
685,13,MDD-AI-SIMULATION-TX-0037,S12,off,R3,G0_R3,pydantic_ai|gpt-5.4,24,34,69,4,4,4,4,4,2,3,3,1,1,3,2,2,1,3,3,2,2,1,1,1,NA,NA,least_convincing: Uhladenosť prejavu participanta. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0037.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Obraz je depresívne ukotvený anhedóniou, zníženou náladou, poruchou spánku, únavou, vinou a zhoršenou koncentráciou. | Nejde len o primeranú reakciu na pracovnú záťaž; prítomné sú aj neurovegetatívne a afektívne symptómy naprieč prácou a rodinou.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.4,1,1,1,1,0,1,1,0,1,0.7777777777777778,0,0
686,13,MDD-AI-SIMULATION-TX-0038,S01,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,34,72,4,4,5,4,4,2,2,3,1,1,3,2,2,1,3,3,2,2,3,3,1,NA,NA,least_convincing: Nič | missing_or_exaggerated: Hlbší vhľad do sveta participantky.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0038.txt,2,2,2,1,1,2,2,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, únavou, poruchou spánku, vinou a zhoršenou koncentráciou s dopadom na školu a sociálny život. | Nejde len o bežný stres zo štúdia; chýba mánia, psychóza, intoxikácia aj izolovaný problém s jedením.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4.333333333333333,2.2,0,0,1,0,0,1,0,0,1,0.3333333333333333,0,0
687,13,MDD-AI-SIMULATION-TX-0039,S02,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,32,159,4,3,4,4,4,2,2,3,1,1,3,2,2,1,3,3,2,3,2,2,2,NA,NA,least_convincing: Absencia hovorovej slovenčiny. Potom rozhovor pôsobí viac vymyslene a menej prežívane. | missing_or_exaggerated: Nič.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0039.txt,1,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz presahuje bežnú smennosť, lebo okrem únavy je prítomná anhedónia, skleslosť, vina, zhoršená koncentrácia a sociálne stiahnutie. | Nejde len o poruchu spánku alebo pracovné preťaženie; chýba mánia, psychóza a primárny vplyv návykových látok.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2.2,1,0,1,0,0,0,1,0,1,0.4444444444444444,0,0
688,13,MDD-AI-SIMULATION-TX-0040,S03,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,34,140,4,4,4,4,4,3,3,3,2,2,3,2,2,1,3,3,2,2,2,2,2,NA,NA,"least_convincing: Nič. | missing_or_exaggerated: Porovnávanie sa s druhými a z toho pocity menejcennosti, neschopnosti a následne výčitky.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0040.txt,2,2,2,1,1,3,2,2,1,4,4,moderately_severe,severe,"Obraz je depresívne ukotvený nízkou náladou, anhedóniou, výraznou únavou, poruchou spánku, vinou, zhoršenou koncentráciou a jasným dopadom doma aj v práci. | Nejde len o burnout alebo preťaženie; prítomné sú jadrové depresívne symptómy aj pasívne myšlienky na smrť bez plánu a bez úmyslu.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,2,1,1,1,1,1,0,0,0,0,0.5555555555555556,1,1
689,13,MDD-AI-SIMULATION-TX-0041,S04,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,32,158,4,4,4,4,4,2,3,3,0,1,3,2,2,1,3,3,2,2,2,2,1,NA,NA,"least_convincing: Nič. | missing_or_exaggerated: Väčší dôraz na prežívanie vzťahov, na fyzické prejavy depresie, na sexualitu.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0041.txt,1,2,2,0,1,2,1,2,0,3,3,moderate,moderate,"Okrem pracovného tlaku je prítomná anhedónia, znížená nálada, porucha spánku, únava, slabšia koncentrácia a odpojenie vo vzťahu. | Nejde len o pracovné vyhorenie alebo nespokojnosť v práci; chýba mánia, psychóza aj izolovaná úzkosť bez depresívneho jadra.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.8,1,1,1,0,0,1,1,0,1,0.6666666666666666,0,0
690,13,MDD-AI-SIMULATION-TX-0042,S05,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,32,124,4,4,4,4,4,3,3,3,2,2,3,2,2,0,4,4,2,2,2,1,1,NA,NA,least_convincing: Nič. | missing_or_exaggerated: Overovanie predpokladu.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0042.txt,2,2,2,1,1,3,1,2,0,3,3,moderate,moderate,"Obraz je ukotvený nízkou náladou, anhedóniou, nespavosťou, výraznou únavou, slabšou koncentráciou a funkčným poklesom doma aj v práci. | Nejde len o finančný stres alebo reakciu na rozvod; symptómy sú perzistentné, viacrozmerné a klinicky depresívne.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.6,1,1,1,1,1,0,1,0,0,0.6666666666666666,1,1
691,13,MDD-AI-SIMULATION-TX-0043,S06,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,30,104,4,4,4,4,4,2,3,3,1,2,3,1,2,0,3,3,2,2,1,1,1,NA,NA,"least_convincing: Participant je pomerne výrečný. Používa rozvité vety, celkovo rozvíja svoje odpovede aj na jednoduchšie otázky. | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0043.txt,1,2,2,0,1,3,1,2,0,3,3,moderate,moderate,"Nejde len o obyčajnú pracovnú únavu, lebo je prítomná anhedónia, skleslosť, porucha spánku, spomalenie, zhoršená koncentrácia a dlhodobý pokles energie. | Obraz je širšie depresívny, nie len somatický alebo pracovný; chýba mánia, psychóza aj závislostný kontext.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4,1.4,1,1,1,1,1,0,0,0,0,0.5555555555555556,0,0
692,13,MDD-AI-SIMULATION-TX-0044,S07,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,30,83,5,4,5,5,4,2,2,2,1,2,3,1,1,0,3,3,1,2,1,2,1,NA,NA,least_convincing: Interviewer je veľmi štruktúrovaný. | missing_or_exaggerated: Rozhovor je príliš štruktúrovaný.,locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0044.txt,2,2,1,1,1,2,1,1,0,3,3,moderate,moderate,"Obraz tvorí skleslá nálada, strata záujmu, únava, mierna nespavosť a sociálne stiahnutie po strate rytmu a blízkosti. | Nejde len o bežné ovdovenie alebo starnutie; symptómy sú sústavné, depresívne ladené a funkčne obmedzujúce.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,5,1.4,0,0,1,0,1,1,0,0,0,0.3333333333333333,0,0
693,13,MDD-AI-SIMULATION-TX-0045,S08,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,30,55,3,4,4,3,3,2,2,1,0,2,2,1,1,0,2,3,3,2,3,3,2,NA,NA,"least_convincing: Orientácia hlavne ma energiu, únavu… | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0045.txt,1,2,1,0,1,2,0,1,0,2,2,mild,mild,"Ide o mierny, ale ucelený depresívny obraz s anhedóniou, utlmením, nižšou energiou a slabšou koncentráciou. | Nejde len o nudu po dôchodku; depresívny obraz je síce mierny, ale konzistentný a nie je prítomná mánia, psychóza ani kognitívny syndróm.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,3.3333333333333335,2.6,1,0,0,0,1,0,1,0,0,0.3333333333333333,0,1
694,13,MDD-AI-SIMULATION-TX-0046,S09,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,32,174,3,4,2,2,2,2,2,3,0,1,3,2,3,0,2,4,3,2,4,4,2,NA,NA,"least_convincing: Pocity vnútorného napätia, zlyhávania. Popísané vierohodne no celkový obraz pôsobí ako symptomatika inej psychopatológie. | missing_or_exaggerated: Akoby ten obraz nebol komplexný, len taký roztrúsený.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0046.txt,2,2,2,0,1,2,2,3,0,3,3,moderate,moderate,"Obraz je ukotvený skleslosťou, anhedóniou, poruchou spánku, únavou, vinou a výrazným zhoršením koncentrácie. | Nejde len o výkonový stres alebo úzkosť; prítomná je strata radosti, sebazneisťovanie a funkčný dopad typický pre depresívny obraz.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,2.3333333333333335,3,0,0,1,0,0,1,0,0,0,0.2222222222222222,1,1
695,13,MDD-AI-SIMULATION-TX-0047,S10,on,R1,G1_R1,pydantic_ai|gpt-5.4,24,34,53,5,3,4,5,4,2,3,3,2,2,3,2,2,1,4,5,2,3,1,1,1,NA,NA,"least_convincing: Odpovede pôsobia ako naučené, viac strojené. | missing_or_exaggerated: Nič.",locked,2026-04-02,transcripts/current_export/MDD-AI-SIMULATION-TX-0047.txt,1,2,2,1,1,2,1,2,1,3,3,moderate,moderate,"Okrem stagnácie je prítomná anhedónia, nespavosť, únava, slabšia koncentrácia, vina, sociálne stiahnutie a pasívne myšlienky na smrť bez plánu a bez úmyslu. | Nejde len o frustráciu z práce alebo adaptačný problém; prítomný je konzistentný depresívny syndróm aj s bezpečnostným A9 signálom.",psychologist,psychotherapy,3_5,daily,interview_experience=minimal; ai_experience=low; confidence_mdd=3; n_ratings=72,4.666666666666667,1.6,1,1,1,1,1,1,1,0,0,0.7777777777777778,1,2
